,,0
FLG2,SOGA1,1
FLG2,TARBP1,1
FLG2,TCHHL1,1
FLG2,TMEM132C,1
FLG2,TNR,1
FLG2,TP53,1
FLG2,TRRAP,1
FLG2,WDR62,1
FLG2,ZNF846,1
FLG2,ZSCAN25,1
FLNC,GAPT,1
FLNC,GGPS1,1
FLNC,GLIS3,1
FLNC,HCN1,1
FLNC,HTR7,1
FLNC,ING2,1
FLNC,INPPL1,1
FLNC,IRS2,1
FLNC,KCNN4,1
FLNC,KRTAP29-1,1
FLNC,LIPJ,1
FLNC,LRIG3,1
FLNC,MACF1,1
FLNC,METTL15,1
FLNC,MYBL2,1
FLNC,NCAN,1
FLNC,OBSCN,1
FLNC,OR2W1,1
FLNC,PARP9,1
FLNC,PPP1CB,1
FLNC,PPP1R10,1
FLNC,PRAMEF2,1
FLNC,PREX2,1
FLNC,RASA1,1
FLNC,REN,1
FLNC,RGS22,1
FLNC,RPRD1B,1
FLNC,SAMD9L,1
FLNC,SCYL2,1
FLNC,SLC25A27,1
FLNC,SLFN12,1
FLNC,SOGA1,1
FLNC,TARBP1,1
FLNC,TCHHL1,1
FLNC,TNR,1
FLNC,TRRAP,1
FLNC,WDR62,1
FLNC,ZNF846,1
FLNC,ZSCAN25,1
GAPT,GGPS1,1
GAPT,GLIS3,1
GAPT,HCN1,1
GAPT,HTR7,1
GAPT,ING2,1
GAPT,INPPL1,1
GAPT,IRS2,1
GAPT,KCNN4,1
GAPT,KRTAP29-1,1
GAPT,LIPJ,1
GAPT,LRIG3,1
GAPT,MACF1,1
GAPT,METTL15,1
GAPT,MYBL2,1
GAPT,NCAN,1
GAPT,OBSCN,1
GAPT,OR2W1,1
GAPT,PARP9,1
GAPT,PPP1CB,1
GAPT,PPP1R10,1
GAPT,PRAMEF2,1
GAPT,PREX2,1
GAPT,RASA1,1
GAPT,REN,1
GAPT,RGS22,1
GAPT,RPRD1B,1
GAPT,SAMD9L,1
GAPT,SCYL2,1
GAPT,SLC25A27,1
GAPT,SLFN12,1
GAPT,SOGA1,1
GAPT,TARBP1,1
GAPT,TCHHL1,1
GAPT,TMEM132C,1
GAPT,TNR,1
GAPT,TP53,1
GAPT,TRRAP,1
GAPT,WDR62,1
GAPT,ZNF846,1
GAPT,ZSCAN25,1
GGPS1,GLIS3,1
GGPS1,HCN1,1
GGPS1,HTR7,1
GGPS1,ING2,1
GGPS1,INPPL1,1
GGPS1,IRS2,1
GGPS1,KCNN4,1
GGPS1,KRTAP29-1,1
GGPS1,LIPJ,1
GGPS1,LRIG3,1
GGPS1,MACF1,1
GGPS1,METTL15,1
GGPS1,MYBL2,1
GGPS1,NCAN,1
GGPS1,OBSCN,1
GGPS1,OR2W1,1
GGPS1,PARP9,1
GGPS1,PPP1CB,1
GGPS1,PPP1R10,1
GGPS1,PRAMEF2,1
GGPS1,PREX2,1
GGPS1,RASA1,1
GGPS1,REN,1
GGPS1,RGS22,1
GGPS1,RPRD1B,1
GGPS1,SAMD9L,1
GGPS1,SCYL2,1
GGPS1,SLC25A27,1
GGPS1,SLFN12,1
GGPS1,SOGA1,1
GGPS1,TARBP1,1
GGPS1,TCHHL1,1
GGPS1,TMEM132C,1
GGPS1,TNR,1
GGPS1,TP53,1
GGPS1,TRRAP,1
GGPS1,WDR62,1
GGPS1,ZNF846,1
GGPS1,ZSCAN25,1
GLIS3,HCN1,1
GLIS3,HTR7,1
GLIS3,ING2,1
GLIS3,INPPL1,1
GLIS3,IRS2,1
GLIS3,KCNN4,1
GLIS3,KRTAP29-1,1
GLIS3,LIPJ,1
GLIS3,LRIG3,1
GLIS3,MACF1,1
GLIS3,METTL15,1
GLIS3,MYBL2,1
GLIS3,NCAN,1
GLIS3,OBSCN,1
GLIS3,OR2W1,1
GLIS3,PARP9,1
GLIS3,PPP1CB,1
GLIS3,PPP1R10,1
GLIS3,PRAMEF2,1
GLIS3,PREX2,1
GLIS3,RASA1,1
GLIS3,REN,1
GLIS3,RGS22,1
GLIS3,RPRD1B,1
GLIS3,SAMD9L,1
GLIS3,SCYL2,1
GLIS3,SLC25A27,1
GLIS3,SLFN12,1
GLIS3,SOGA1,1
GLIS3,TARBP1,1
GLIS3,TCHHL1,1
GLIS3,TMEM132C,1
GLIS3,TNR,1
GLIS3,TP53,1
GLIS3,TRRAP,1
GLIS3,WDR62,1
GLIS3,ZNF846,1
GLIS3,ZSCAN25,1
HCN1,HTR7,1
HCN1,ING2,1
HCN1,INPPL1,1
HCN1,IRS2,1
HCN1,KCNN4,1
HCN1,KRTAP29-1,1
HCN1,LIPJ,1
HCN1,LRIG3,1
HCN1,MACF1,1
HCN1,METTL15,1
HCN1,MYBL2,1
HCN1,NCAN,1
HCN1,OBSCN,1
HCN1,OR2W1,1
HCN1,PARP9,1
HCN1,PPP1CB,1
HCN1,PPP1R10,1
HCN1,PRAMEF2,1
HCN1,PREX2,1
HCN1,RASA1,1
HCN1,REN,1
HCN1,RGS22,1
HCN1,RPRD1B,1
HCN1,SAMD9L,1
HCN1,SCYL2,1
HCN1,SLC25A27,1
HCN1,SLFN12,1
HCN1,SOGA1,1
HCN1,TARBP1,1
HCN1,TCHHL1,1
HCN1,TMEM132C,1
HCN1,TNR,1
HCN1,TP53,1
HCN1,TRRAP,1
HCN1,WDR62,1
HCN1,ZNF846,1
HCN1,ZSCAN25,1
HTR7,ING2,1
HTR7,INPPL1,1
HTR7,IRS2,1
HTR7,KCNN4,1
HTR7,KRTAP29-1,1
HTR7,LIPJ,1
HTR7,LRIG3,1
HTR7,MACF1,1
HTR7,METTL15,1
HTR7,MYBL2,1
HTR7,NCAN,1
HTR7,OBSCN,1
HTR7,OR2W1,1
HTR7,PARP9,1
HTR7,PPP1CB,1
HTR7,PPP1R10,1
HTR7,PRAMEF2,1
HTR7,PREX2,1
HTR7,RASA1,1
HTR7,REN,1
HTR7,RGS22,1
HTR7,RPRD1B,1
HTR7,SAMD9L,1
HTR7,SCYL2,1
HTR7,SLC25A27,1
HTR7,SLFN12,1
HTR7,SOGA1,1
HTR7,TARBP1,1
HTR7,TCHHL1,1
HTR7,TMEM132C,1
HTR7,TNR,1
HTR7,TP53,1
HTR7,TRRAP,1
HTR7,WDR62,1
HTR7,ZNF846,1
HTR7,ZSCAN25,1
ING2,INPPL1,1
ING2,IRS2,1
ING2,KCNN4,1
ING2,KRTAP29-1,1
ING2,LIPJ,1
ING2,LRIG3,1
ING2,MACF1,1
ING2,METTL15,1
ING2,MYBL2,1
ING2,NCAN,1
ING2,OBSCN,1
ING2,OR2W1,1
ING2,PARP9,1
ING2,PPP1CB,1
ING2,PPP1R10,1
ING2,PRAMEF2,1
ING2,PREX2,1
ING2,RASA1,1
ING2,REN,1
ING2,RGS22,1
ING2,RPRD1B,1
ING2,SAMD9L,1
ING2,SCYL2,1
ING2,SLC25A27,1
ING2,SLFN12,1
ING2,SOGA1,1
ING2,TARBP1,1
ING2,TCHHL1,1
ING2,TMEM132C,1
ING2,TNR,1
ING2,TP53,1
ING2,TRRAP,1
ING2,WDR62,1
ING2,ZNF846,1
ING2,ZSCAN25,1
INPPL1,IRS2,1
INPPL1,KCNN4,1
INPPL1,KRTAP29-1,1
INPPL1,LIPJ,1
INPPL1,LRIG3,1
INPPL1,MACF1,1
INPPL1,METTL15,1
INPPL1,MYBL2,1
INPPL1,NCAN,1
INPPL1,OBSCN,1
INPPL1,OR2W1,1
INPPL1,PARP9,1
INPPL1,PPP1CB,1
INPPL1,PPP1R10,1
INPPL1,PRAMEF2,1
INPPL1,PREX2,1
INPPL1,RASA1,1
INPPL1,REN,1
INPPL1,RGS22,1
INPPL1,RPRD1B,1
INPPL1,SAMD9L,1
INPPL1,SCYL2,1
INPPL1,SLC25A27,1
INPPL1,SLFN12,1
INPPL1,SOGA1,1
INPPL1,TARBP1,1
INPPL1,TCHHL1,1
INPPL1,TMEM132C,1
INPPL1,TNR,1
INPPL1,TRRAP,1
INPPL1,WDR62,1
INPPL1,ZNF846,1
INPPL1,ZSCAN25,1
IRS2,KCNN4,1
IRS2,KRTAP29-1,1
IRS2,LIPJ,1
IRS2,LRIG3,1
IRS2,MACF1,1
IRS2,METTL15,1
IRS2,MYBL2,1
IRS2,NCAN,1
IRS2,OBSCN,1
IRS2,OR2W1,1
IRS2,PARP9,1
IRS2,PPP1CB,1
IRS2,PPP1R10,1
IRS2,PRAMEF2,1
IRS2,PREX2,1
IRS2,RASA1,1
IRS2,REN,1
IRS2,RGS22,1
IRS2,RPRD1B,1
IRS2,SAMD9L,1
IRS2,SCYL2,1
IRS2,SLC25A27,1
IRS2,SLFN12,1
IRS2,SOGA1,1
IRS2,TARBP1,1
IRS2,TCHHL1,1
IRS2,TMEM132C,1
IRS2,TNR,1
IRS2,TP53,1
IRS2,TRRAP,1
IRS2,WDR62,1
IRS2,ZNF846,1
IRS2,ZSCAN25,1
KCNN4,KRTAP29-1,1
KCNN4,LIPJ,1
KCNN4,LRIG3,1
KCNN4,MACF1,1
KCNN4,METTL15,1
KCNN4,MYBL2,1
KCNN4,NCAN,1
KCNN4,OBSCN,1
KCNN4,OR2W1,1
KCNN4,PARP9,1
KCNN4,PPP1CB,1
KCNN4,PPP1R10,1
KCNN4,PRAMEF2,1
KCNN4,PREX2,1
KCNN4,RASA1,1
KCNN4,REN,1
KCNN4,RGS22,1
KCNN4,RPRD1B,1
KCNN4,SAMD9L,1
KCNN4,SCYL2,1
KCNN4,SLC25A27,1
KCNN4,SLFN12,1
KCNN4,SOGA1,1
KCNN4,TARBP1,1
KCNN4,TCHHL1,1
KCNN4,TMEM132C,1
KCNN4,TNR,1
KCNN4,TP53,1
KCNN4,TRRAP,1
KCNN4,WDR62,1
KCNN4,ZNF846,1
KCNN4,ZSCAN25,1
KRTAP29-1,LIPJ,1
KRTAP29-1,LRIG3,1
KRTAP29-1,MACF1,1
KRTAP29-1,METTL15,1
KRTAP29-1,MYBL2,1
KRTAP29-1,NCAN,1
KRTAP29-1,OBSCN,1
KRTAP29-1,OR2W1,1
KRTAP29-1,PARP9,1
KRTAP29-1,PPP1CB,1
KRTAP29-1,PPP1R10,1
KRTAP29-1,PRAMEF2,1
KRTAP29-1,PREX2,1
KRTAP29-1,RASA1,1
KRTAP29-1,REN,1
KRTAP29-1,RGS22,1
KRTAP29-1,RPRD1B,1
KRTAP29-1,SAMD9L,1
KRTAP29-1,SCYL2,1
KRTAP29-1,SLC25A27,1
KRTAP29-1,SLFN12,1
KRTAP29-1,SOGA1,1
KRTAP29-1,TARBP1,1
KRTAP29-1,TCHHL1,1
KRTAP29-1,TMEM132C,1
KRTAP29-1,TNR,1
KRTAP29-1,TP53,1
KRTAP29-1,TRRAP,1
KRTAP29-1,WDR62,1
KRTAP29-1,ZNF846,1
KRTAP29-1,ZSCAN25,1
LIPJ,LRIG3,1
LIPJ,MACF1,1
LIPJ,METTL15,1
LIPJ,MYBL2,1
LIPJ,NCAN,1
LIPJ,OBSCN,1
LIPJ,OR2W1,1
LIPJ,PARP9,1
LIPJ,PPP1CB,1
LIPJ,PPP1R10,1
LIPJ,PRAMEF2,1
LIPJ,PREX2,1
LIPJ,RASA1,1
LIPJ,REN,1
LIPJ,RGS22,1
LIPJ,RPRD1B,1
LIPJ,SAMD9L,1
LIPJ,SCYL2,1
LIPJ,SLC25A27,1
LIPJ,SLFN12,1
LIPJ,SOGA1,1
LIPJ,TARBP1,1
LIPJ,TCHHL1,1
LIPJ,TMEM132C,1
LIPJ,TNR,1
LIPJ,TP53,1
LIPJ,TRRAP,1
LIPJ,WDR62,1
LIPJ,ZNF846,1
LIPJ,ZSCAN25,1
LRIG3,MACF1,1
LRIG3,METTL15,1
LRIG3,MYBL2,1
LRIG3,NCAN,1
LRIG3,OBSCN,1
LRIG3,OR2W1,1
LRIG3,PARP9,1
LRIG3,PPP1CB,1
LRIG3,PPP1R10,1
LRIG3,PRAMEF2,1
LRIG3,PREX2,1
LRIG3,RASA1,1
LRIG3,REN,1
LRIG3,RGS22,1
LRIG3,RPRD1B,1
LRIG3,SAMD9L,1
LRIG3,SCYL2,1
LRIG3,SLC25A27,1
LRIG3,SLFN12,1
LRIG3,SOGA1,1
LRIG3,TARBP1,1
LRIG3,TCHHL1,1
LRIG3,TMEM132C,1
LRIG3,TNR,1
LRIG3,TP53,1
LRIG3,TRRAP,1
LRIG3,WDR62,1
LRIG3,ZNF846,1
LRIG3,ZSCAN25,1
MACF1,METTL15,1
MACF1,MYBL2,1
MACF1,NCAN,1
MACF1,OBSCN,1
MACF1,OR2W1,1
MACF1,PARP9,1
MACF1,PPP1CB,1
MACF1,PPP1R10,1
MACF1,PRAMEF2,1
MACF1,PREX2,1
MACF1,RASA1,1
MACF1,REN,1
MACF1,RGS22,1
MACF1,RPRD1B,1
MACF1,SAMD9L,1
MACF1,SCYL2,1
MACF1,SLC25A27,1
MACF1,SLFN12,1
MACF1,SOGA1,1
MACF1,TARBP1,1
MACF1,TCHHL1,1
MACF1,TMEM132C,1
MACF1,TNR,1
MACF1,TRRAP,1
MACF1,WDR62,1
MACF1,ZNF846,1
MACF1,ZSCAN25,1
METTL15,MYBL2,1
METTL15,NCAN,1
METTL15,OBSCN,1
METTL15,OR2W1,1
METTL15,PARP9,1
METTL15,PPP1CB,1
METTL15,PPP1R10,1
METTL15,PRAMEF2,1
METTL15,PREX2,1
METTL15,RASA1,1
METTL15,REN,1
METTL15,RGS22,1
METTL15,RPRD1B,1
METTL15,SAMD9L,1
METTL15,SCYL2,1
METTL15,SLC25A27,1
METTL15,SLFN12,1
METTL15,SOGA1,1
METTL15,TARBP1,1
METTL15,TCHHL1,1
METTL15,TMEM132C,1
METTL15,TNR,1
METTL15,TP53,1
METTL15,TRRAP,1
METTL15,WDR62,1
METTL15,ZNF846,1
METTL15,ZSCAN25,1
MYBL2,NCAN,1
MYBL2,OBSCN,1
MYBL2,OR2W1,1
MYBL2,PARP9,1
MYBL2,PPP1CB,1
MYBL2,PPP1R10,1
MYBL2,PRAMEF2,1
MYBL2,PREX2,1
MYBL2,RASA1,1
MYBL2,REN,1
MYBL2,RGS22,1
MYBL2,RPRD1B,1
MYBL2,SAMD9L,1
MYBL2,SCYL2,1
MYBL2,SLC25A27,1
MYBL2,SLFN12,1
MYBL2,SOGA1,1
MYBL2,TARBP1,1
MYBL2,TCHHL1,1
MYBL2,TMEM132C,1
MYBL2,TNR,1
MYBL2,TP53,1
MYBL2,TRRAP,1
MYBL2,WDR62,1
MYBL2,ZNF846,1
MYBL2,ZSCAN25,1
NCAN,OBSCN,1
NCAN,OR2W1,1
NCAN,PARP9,1
NCAN,PPP1CB,1
NCAN,PPP1R10,1
NCAN,PRAMEF2,1
NCAN,PREX2,1
NCAN,RASA1,1
NCAN,REN,1
NCAN,RGS22,1
NCAN,RPRD1B,1
NCAN,SAMD9L,1
NCAN,SCYL2,1
NCAN,SLC25A27,1
NCAN,SLFN12,1
NCAN,SOGA1,1
NCAN,TARBP1,1
NCAN,TCHHL1,1
NCAN,TMEM132C,1
NCAN,TNR,1
NCAN,TRRAP,1
NCAN,WDR62,1
NCAN,ZNF846,1
NCAN,ZSCAN25,1
OBSCN,OR2W1,1
OBSCN,PARP9,1
OBSCN,PPP1CB,1
OBSCN,PPP1R10,1
OBSCN,PRAMEF2,1
OBSCN,PREX2,1
OBSCN,RASA1,1
OBSCN,REN,1
OBSCN,RGS22,1
OBSCN,RPRD1B,1
OBSCN,SAMD9L,1
OBSCN,SCYL2,1
OBSCN,SLC25A27,1
OBSCN,SLFN12,1
OBSCN,SOGA1,1
OBSCN,TARBP1,1
OBSCN,TCHHL1,1
OBSCN,TMEM132C,1
OBSCN,TNR,1
OBSCN,TRRAP,1
OBSCN,WDR62,1
OBSCN,ZNF846,1
OBSCN,ZSCAN25,1
OR2W1,PARP9,1
OR2W1,PPP1CB,1
OR2W1,PPP1R10,1
OR2W1,PRAMEF2,1
OR2W1,PREX2,1
OR2W1,RASA1,1
OR2W1,REN,1
OR2W1,RGS22,1
OR2W1,RPRD1B,1
OR2W1,SAMD9L,1
OR2W1,SCYL2,1
OR2W1,SLC25A27,1
OR2W1,SLFN12,1
OR2W1,SOGA1,1
OR2W1,TARBP1,1
OR2W1,TCHHL1,1
OR2W1,TMEM132C,1
OR2W1,TNR,1
OR2W1,TP53,1
OR2W1,TRRAP,1
OR2W1,WDR62,1
OR2W1,ZNF846,1
OR2W1,ZSCAN25,1
PARP9,PPP1CB,1
PARP9,PPP1R10,1
PARP9,PRAMEF2,1
PARP9,PREX2,1
PARP9,RASA1,1
PARP9,REN,1
PARP9,RGS22,1
PARP9,RPRD1B,1
PARP9,SAMD9L,1
PARP9,SCYL2,1
PARP9,SLC25A27,1
PARP9,SLFN12,1
PARP9,SOGA1,1
PARP9,TARBP1,1
PARP9,TCHHL1,1
PARP9,TMEM132C,1
PARP9,TNR,1
PARP9,TP53,1
PARP9,TRRAP,1
PARP9,WDR62,1
PARP9,ZNF846,1
PARP9,ZSCAN25,1
PPP1CB,PPP1R10,1
PPP1CB,PRAMEF2,1
PPP1CB,PREX2,1
CAMSAP2,XIAP,1
PPP1CB,REN,1
PPP1CB,RGS22,1
PPP1CB,RPRD1B,1
PPP1CB,SAMD9L,1
PPP1CB,SCYL2,1
PPP1CB,SLC25A27,1
PPP1CB,SLFN12,1
PPP1CB,SOGA1,1
PPP1CB,TARBP1,1
PPP1CB,TCHHL1,1
PPP1CB,TMEM132C,1
PPP1CB,TNR,1
PPP1CB,TRRAP,1
PPP1CB,WDR62,1
PPP1CB,ZNF846,1
PPP1CB,ZSCAN25,1
PPP1R10,PRAMEF2,1
PPP1R10,PREX2,1
PPP1R10,RASA1,1
PPP1R10,REN,1
PPP1R10,RGS22,1
PPP1R10,RPRD1B,1
PPP1R10,SAMD9L,1
PPP1R10,SCYL2,1
PPP1R10,SLC25A27,1
PPP1R10,SLFN12,1
PPP1R10,SOGA1,1
PPP1R10,TARBP1,1
PPP1R10,TCHHL1,1
PPP1R10,TMEM132C,1
PPP1R10,TNR,1
PPP1R10,TRRAP,1
PPP1R10,WDR62,1
PPP1R10,ZNF846,1
PPP1R10,ZSCAN25,1
PRAMEF2,PREX2,1
PRAMEF2,RASA1,1
PRAMEF2,REN,1
PRAMEF2,RGS22,1
PRAMEF2,RPRD1B,1
PRAMEF2,SAMD9L,1
PRAMEF2,SCYL2,1
PRAMEF2,SLC25A27,1
PRAMEF2,SLFN12,1
PRAMEF2,SOGA1,1
PRAMEF2,TARBP1,1
PRAMEF2,TCHHL1,1
PRAMEF2,TMEM132C,1
PRAMEF2,TNR,1
PRAMEF2,TP53,1
PRAMEF2,TRRAP,1
PRAMEF2,WDR62,1
PRAMEF2,ZNF846,1
PRAMEF2,ZSCAN25,1
PREX2,RASA1,1
PREX2,REN,1
PREX2,RGS22,1
PREX2,RPRD1B,1
PREX2,SAMD9L,1
PREX2,SCYL2,1
PREX2,SLC25A27,1
PREX2,SLFN12,1
PREX2,SOGA1,1
PREX2,TARBP1,1
PREX2,TCHHL1,1
PREX2,TMEM132C,1
PREX2,TNR,1
PREX2,TRRAP,1
PREX2,WDR62,1
PREX2,ZNF846,1
PREX2,ZSCAN25,1
RASA1,REN,1
RASA1,RGS22,1
RASA1,RPRD1B,1
RASA1,SAMD9L,1
RASA1,SCYL2,1
RASA1,SLC25A27,1
RASA1,SLFN12,1
RASA1,SOGA1,1
RASA1,TARBP1,1
RASA1,TCHHL1,1
RASA1,TMEM132C,1
RASA1,TNR,1
RASA1,TP53,1
RASA1,TRRAP,1
RASA1,WDR62,1
RASA1,ZNF846,1
RASA1,ZSCAN25,1
REN,RGS22,1
REN,RPRD1B,1
REN,SAMD9L,1
REN,SCYL2,1
REN,SLC25A27,1
REN,SLFN12,1
REN,SOGA1,1
REN,TARBP1,1
REN,TCHHL1,1
REN,TMEM132C,1
REN,TNR,1
REN,TP53,1
REN,TRRAP,1
REN,WDR62,1
REN,ZNF846,1
REN,ZSCAN25,1
RGS22,RPRD1B,1
RGS22,SAMD9L,1
RGS22,SCYL2,1
RGS22,SLC25A27,1
RGS22,SLFN12,1
RGS22,SOGA1,1
RGS22,TARBP1,1
RGS22,TCHHL1,1
RGS22,TMEM132C,1
RGS22,TNR,1
RGS22,TP53,1
RGS22,TRRAP,1
RGS22,WDR62,1
RGS22,ZNF846,1
RGS22,ZSCAN25,1
RPRD1B,SAMD9L,1
RPRD1B,SCYL2,1
RPRD1B,SLC25A27,1
RPRD1B,SLFN12,1
RPRD1B,SOGA1,1
RPRD1B,TARBP1,1
RPRD1B,TCHHL1,1
RPRD1B,TMEM132C,1
RPRD1B,TNR,1
RPRD1B,TP53,1
RPRD1B,TRRAP,1
RPRD1B,ZNF846,1
RPRD1B,ZSCAN25,1
SAMD9L,SCYL2,1
SAMD9L,SLC25A27,1
SAMD9L,SLFN12,1
SAMD9L,TARBP1,1
SAMD9L,TCHHL1,1
SAMD9L,TMEM132C,1
SAMD9L,TNR,1
SAMD9L,TRRAP,1
SAMD9L,WDR62,1
SAMD9L,ZNF846,1
SAMD9L,ZSCAN25,1
SCYL2,SLC25A27,1
SCYL2,SLFN12,1
SCYL2,SOGA1,1
SCYL2,TARBP1,1
SCYL2,TCHHL1,1
SCYL2,TMEM132C,1
SCYL2,TNR,1
SCYL2,TP53,1
SCYL2,TRRAP,1
SCYL2,WDR62,1
SCYL2,ZNF846,1
SCYL2,ZSCAN25,1
SLC25A27,SLFN12,1
SLC25A27,SOGA1,1
SLC25A27,TARBP1,1
SLC25A27,TCHHL1,1
SLC25A27,TMEM132C,1
SLC25A27,TNR,1
SLC25A27,TRRAP,1
SLC25A27,WDR62,1
SLC25A27,ZNF846,1
SLC25A27,ZSCAN25,1
SLFN12,SOGA1,1
SLFN12,TARBP1,1
SLFN12,TCHHL1,1
SLFN12,TMEM132C,1
SLFN12,TNR,1
SLFN12,TP53,1
SLFN12,TRRAP,1
SLFN12,WDR62,1
SLFN12,ZNF846,1
SLFN12,ZSCAN25,1
SOGA1,TARBP1,1
SOGA1,TCHHL1,1
SOGA1,TMEM132C,1
SOGA1,TNR,1
SOGA1,TRRAP,1
SOGA1,WDR62,1
SOGA1,ZNF846,1
SOGA1,ZSCAN25,1
TARBP1,TCHHL1,1
TARBP1,TMEM132C,1
TARBP1,TNR,1
TARBP1,TRRAP,1
TARBP1,WDR62,1
TARBP1,ZNF846,1
TARBP1,ZSCAN25,1
TCHHL1,TMEM132C,1
TCHHL1,TNR,1
TCHHL1,TRRAP,1
TCHHL1,WDR62,1
TCHHL1,ZNF846,1
TCHHL1,ZSCAN25,1
TMEM132C,TNR,1
TMEM132C,TRRAP,1
TMEM132C,WDR62,1
TMEM132C,ZNF846,1
TMEM132C,ZSCAN25,1
TNR,TRRAP,1
TNR,WDR62,1
TNR,ZNF846,1
TNR,ZSCAN25,1
TP53,ZNF846,1
TP53,ZSCAN25,1
TRRAP,WDR62,1
TRRAP,ZNF846,1
TRRAP,ZSCAN25,1
WDR62,ZNF846,1
WDR62,ZSCAN25,1
ZNF846,ZSCAN25,1
ABCA5,DDB1,1
ABCA5,INSIG2,1
ABCA5,TENM3,1
DDB1,INSIG2,1
DDB1,TENM3,1
INSIG2,TENM3,1
ATXN7L1,C14orf39,1
ATXN7L1,EFTUD2,1
ATXN7L1,GPR45,1
ATXN7L1,HOOK2,1
ATXN7L1,IGFBP3,1
ATXN7L1,KIAA0247,1
ATXN7L1,MAP3K9,1
ATXN7L1,OR1I1,1
ATXN7L1,PCSK6,1
ATXN7L1,PIK3CA,1
ATXN7L1,TBX18,1
ATXN7L1,TRMU,1
ATXN7L1,TUBG2,1
C14orf39,EFTUD2,1
C14orf39,GPR45,1
C14orf39,HOOK2,1
C14orf39,IGFBP3,1
C14orf39,KIAA0247,1
C14orf39,MAP3K9,1
C14orf39,OR1I1,1
C14orf39,PCSK6,1
C14orf39,PIK3CA,1
C14orf39,TBX18,1
C14orf39,TRMU,1
C14orf39,TUBG2,1
EFTUD2,GPR45,1
EFTUD2,HOOK2,1
EFTUD2,IGFBP3,1
EFTUD2,KIAA0247,1
EFTUD2,MAP3K9,1
EFTUD2,OR1I1,1
EFTUD2,PCSK6,1
CD1A,CD40LG,1
EFTUD2,TBX18,1
EFTUD2,TRMU,1
EFTUD2,TUBG2,1
GPR45,HOOK2,1
GPR45,IGFBP3,1
GPR45,KIAA0247,1
GPR45,MAP3K9,1
GPR45,OR1I1,1
GPR45,PCSK6,1
GPR45,PIK3CA,1
GPR45,TBX18,1
GPR45,TRMU,1
GPR45,TUBG2,1
HOOK2,IGFBP3,1
HOOK2,KIAA0247,1
HOOK2,MAP3K9,1
HOOK2,OR1I1,1
HOOK2,PCSK6,1
HOOK2,PIK3CA,1
HOOK2,TBX18,1
HOOK2,TRMU,1
HOOK2,TUBG2,1
IGFBP3,KIAA0247,1
IGFBP3,MAP3K9,1
IGFBP3,OR1I1,1
IGFBP3,PCSK6,1
IGFBP3,PIK3CA,1
IGFBP3,TBX18,1
IGFBP3,TRMU,1
IGFBP3,TUBG2,1
KIAA0247,MAP3K9,1
KIAA0247,OR1I1,1
KIAA0247,PCSK6,1
KIAA0247,PIK3CA,1
KIAA0247,TBX18,1
KIAA0247,TRMU,1
KIAA0247,TUBG2,1
MAP3K9,OR1I1,1
MAP3K9,PCSK6,1
MAP3K9,PIK3CA,1
MAP3K9,TBX18,1
MAP3K9,TRMU,1
MAP3K9,TUBG2,1
OR1I1,PCSK6,1
OR1I1,PIK3CA,1
OR1I1,TBX18,1
OR1I1,TRMU,1
OR1I1,TUBG2,1
PCSK6,PIK3CA,1
PCSK6,TBX18,1
PCSK6,TRMU,1
PCSK6,TUBG2,1
PIK3CA,TBX18,1
PIK3CA,TRMU,1
PIK3CA,TUBG2,1
TBX18,TRMU,1
TBX18,TUBG2,1
TRMU,TUBG2,1
KCTD3,KIAA1598,1
KCTD3,LAMA4,1
KCTD3,NCOR2,1
KCTD3,PIK3CA,1
KCTD3,SH2B3,1
KCTD3,TRIM32,1
KCTD3,ZNF641,1
KIAA1598,LAMA4,1
KIAA1598,NCOR2,1
KIAA1598,PIK3CA,1
KIAA1598,SH2B3,1
KIAA1598,TRIM32,1
KIAA1598,ZNF641,1
LAMA4,NCOR2,1
LAMA4,PIK3CA,1
LAMA4,SH2B3,1
LAMA4,TRIM32,1
LAMA4,ZNF641,1
NCOR2,SH2B3,1
NCOR2,TRIM32,1
NCOR2,ZNF641,1
PIK3CA,SH2B3,1
PIK3CA,ZNF641,1
SH2B3,TRIM32,1
SH2B3,ZNF641,1
TRIM32,ZNF641,1
ARHGAP29,ATP12A,1
ARHGAP29,COA6,1
ARHGAP29,CTAG2,1
ARHGAP29,DPP6,1
ARHGAP29,FAM92A1,1
ARHGAP29,FAM9A,1
ARHGAP29,FBXO3,1
ARHGAP29,FER1L6,1
ARHGAP29,HYI,1
ARHGAP29,MTMR4,1
ARHGAP29,NDUFS3,1
ARHGAP29,NEFH,1
ARHGAP29,NEK2,1
ARHGAP29,NES,1
ARHGAP29,NFRKB,1
ARHGAP29,OR10A4,1
ARHGAP29,RNPC3,1
ARHGAP29,RUNX1,1
ARHGAP29,TAF1L,1
ARHGAP29,TMEM63B,1
ARHGAP29,ZFHX4,1
ATP12A,COA6,1
ATP12A,CTAG2,1
ATP12A,DPP6,1
ATP12A,FAM92A1,1
ATP12A,FAM9A,1
ATP12A,FBXO3,1
ATP12A,FER1L6,1
ATP12A,HYI,1
ATP12A,MTMR4,1
ATP12A,NDUFS3,1
ATP12A,NEFH,1
ATP12A,NEK2,1
ATP12A,NES,1
ATP12A,NFRKB,1
ATP12A,OR10A4,1
ATP12A,PIK3CA,1
ATP12A,RNPC3,1
ATP12A,RUNX1,1
ATP12A,TAF1L,1
ATP12A,TMEM63B,1
