,,0
EPHB1,WIPI2,1
EXD3,FGF20,1
EXD3,HCK,1
EXD3,HOXD12,1
EXD3,IGSF10,1
EXD3,INSRR,1
EXD3,KIAA2018,1
EXD3,KNCN,1
EXD3,LGR4,1
EXD3,MROH2B,1
EXD3,NGFR,1
EXD3,P2RY2,1
EXD3,PBRM1,1
EXD3,PGK1,1
EXD3,PIK3CA,1
EXD3,PLS3,1
EXD3,RFX3,1
EXD3,RPS6KA4,1
EXD3,SETBP1,1
EXD3,SMC1A,1
EXD3,SPEN,1
EXD3,SULF1,1
EXD3,TBL1X,1
EXD3,TP53,1
EXD3,TRIP11,1
EXD3,TSTA3,1
EXD3,TTN,1
EXD3,TXLNG,1
EXD3,UBE3C,1
EXD3,WDR91,1
EXD3,WIPI2,1
FGF20,HCK,1
FGF20,HOXD12,1
FGF20,IGSF10,1
FGF20,INSRR,1
FGF20,KIAA2018,1
FGF20,KNCN,1
FGF20,LGR4,1
FGF20,MROH2B,1
FGF20,NGFR,1
FGF20,P2RY2,1
FGF20,PBRM1,1
FGF20,PGK1,1
FGF20,PIK3CA,1
FGF20,PLS3,1
FGF20,RFX3,1
FGF20,RPS6KA4,1
FGF20,SETBP1,1
FGF20,SMC1A,1
FGF20,SPEN,1
FGF20,SULF1,1
FGF20,TBL1X,1
FGF20,TP53,1
FGF20,TRIP11,1
FGF20,TSTA3,1
FGF20,TTN,1
FGF20,TXLNG,1
FGF20,UBE3C,1
FGF20,WDR91,1
FGF20,WIPI2,1
HCK,HOXD12,1
HCK,IGSF10,1
HCK,INSRR,1
HCK,KIAA2018,1
HCK,KNCN,1
HCK,LGR4,1
HCK,MROH2B,1
HCK,NGFR,1
HCK,P2RY2,1
HCK,PBRM1,1
HCK,PGK1,1
HCK,PLS3,1
HCK,RFX3,1
HCK,RPS6KA4,1
HCK,SETBP1,1
HCK,SMC1A,1
HCK,SPEN,1
HCK,SULF1,1
HCK,TBL1X,1
HCK,TRIP11,1
HCK,TSTA3,1
HCK,TTN,1
HCK,TXLNG,1
HCK,UBE3C,1
HCK,WDR91,1
HCK,WIPI2,1
HOXD12,IGSF10,1
HOXD12,INSRR,1
HOXD12,KIAA2018,1
HOXD12,KNCN,1
HOXD12,LGR4,1
HOXD12,MROH2B,1
HOXD12,NGFR,1
HOXD12,P2RY2,1
HOXD12,PBRM1,1
HOXD12,PGK1,1
HOXD12,PIK3CA,1
HOXD12,PLS3,1
HOXD12,RFX3,1
HOXD12,RPS6KA4,1
HOXD12,SETBP1,1
HOXD12,SMC1A,1
HOXD12,SPEN,1
HOXD12,SULF1,1
HOXD12,TBL1X,1
HOXD12,TP53,1
HOXD12,TRIP11,1
HOXD12,TSTA3,1
HOXD12,TTN,1
HOXD12,TXLNG,1
HOXD12,UBE3C,1
HOXD12,WDR91,1
HOXD12,WIPI2,1
IGSF10,INSRR,1
IGSF10,KIAA2018,1
IGSF10,KNCN,1
IGSF10,LGR4,1
IGSF10,MROH2B,1
IGSF10,NGFR,1
IGSF10,P2RY2,1
IGSF10,PBRM1,1
IGSF10,PGK1,1
IGSF10,PIK3CA,1
IGSF10,PLS3,1
IGSF10,RFX3,1
IGSF10,RPS6KA4,1
IGSF10,SETBP1,1
IGSF10,SMC1A,1
IGSF10,SPEN,1
IGSF10,SULF1,1
IGSF10,TBL1X,1
IGSF10,TP53,1
IGSF10,TRIP11,1
IGSF10,TSTA3,1
IGSF10,TTN,1
IGSF10,TXLNG,1
IGSF10,UBE3C,1
IGSF10,WDR91,1
IGSF10,WIPI2,1
INSRR,KIAA2018,1
INSRR,KNCN,1
INSRR,LGR4,1
INSRR,MROH2B,1
INSRR,NGFR,1
INSRR,P2RY2,1
INSRR,PBRM1,1
INSRR,PGK1,1
INSRR,PIK3CA,1
INSRR,PLS3,1
INSRR,RFX3,1
INSRR,RPS6KA4,1
INSRR,SETBP1,1
INSRR,SMC1A,1
INSRR,SPEN,1
INSRR,SULF1,1
INSRR,TBL1X,1
INSRR,TP53,1
INSRR,TRIP11,1
INSRR,TSTA3,1
INSRR,TTN,1
INSRR,TXLNG,1
INSRR,UBE3C,1
INSRR,WDR91,1
INSRR,WIPI2,1
KIAA2018,KNCN,1
KIAA2018,LGR4,1
KIAA2018,MROH2B,1
KIAA2018,NGFR,1
KIAA2018,P2RY2,1
KIAA2018,PBRM1,1
KIAA2018,PGK1,1
KIAA2018,PLS3,1
KIAA2018,RFX3,1
KIAA2018,RPS6KA4,1
KIAA2018,SETBP1,1
KIAA2018,SMC1A,1
KIAA2018,SPEN,1
KIAA2018,SULF1,1
KIAA2018,TBL1X,1
KIAA2018,TRIP11,1
KIAA2018,TSTA3,1
KIAA2018,TXLNG,1
KIAA2018,UBE3C,1
KIAA2018,WDR91,1
KIAA2018,WIPI2,1
KNCN,LGR4,1
KNCN,MROH2B,1
KNCN,NGFR,1
KNCN,P2RY2,1
KNCN,PBRM1,1
KNCN,PGK1,1
KNCN,PIK3CA,1
KNCN,PLS3,1
KNCN,RFX3,1
KNCN,RPS6KA4,1
KNCN,SETBP1,1
KNCN,SMC1A,1
KNCN,SPEN,1
KNCN,SULF1,1
KNCN,TBL1X,1
KNCN,TP53,1
KNCN,TRIP11,1
KNCN,TSTA3,1
KNCN,TTN,1
KNCN,TXLNG,1
KNCN,UBE3C,1
KNCN,WDR91,1
KNCN,WIPI2,1
LGR4,MROH2B,1
LGR4,NGFR,1
LGR4,P2RY2,1
LGR4,PBRM1,1
LGR4,PGK1,1
PCDHA11,TP53,1
LGR4,PLS3,1
LGR4,RFX3,1
LGR4,RPS6KA4,1
LGR4,SETBP1,1
LGR4,SMC1A,1
LGR4,SPEN,1
LGR4,SULF1,1
LGR4,TBL1X,1
LGR4,TP53,1
LGR4,TRIP11,1
LGR4,TSTA3,1
LGR4,TTN,1
LGR4,TXLNG,1
LGR4,UBE3C,1
LGR4,WDR91,1
LGR4,WIPI2,1
MROH2B,NGFR,1
MROH2B,P2RY2,1
MROH2B,PBRM1,1
MROH2B,PGK1,1
PCDHA11,TUBB3,1
MROH2B,PLS3,1
MROH2B,RFX3,1
MROH2B,RPS6KA4,1
MROH2B,SETBP1,1
MROH2B,SMC1A,1
MROH2B,SPEN,1
MROH2B,SULF1,1
MROH2B,TBL1X,1
PCDHA11,WRNIP1,1
MROH2B,TRIP11,1
MROH2B,TSTA3,1
MROH2B,TTN,1
MROH2B,TXLNG,1
MROH2B,UBE3C,1
MROH2B,WDR91,1
MROH2B,WIPI2,1
NGFR,P2RY2,1
NGFR,PBRM1,1
NGFR,PGK1,1
NGFR,PIK3CA,1
NGFR,PLS3,1
NGFR,RFX3,1
NGFR,RPS6KA4,1
NGFR,SETBP1,1
NGFR,SMC1A,1
NGFR,SPEN,1
NGFR,SULF1,1
NGFR,TBL1X,1
NGFR,TP53,1
NGFR,TRIP11,1
NGFR,TSTA3,1
NGFR,TTN,1
NGFR,TXLNG,1
NGFR,UBE3C,1
NGFR,WDR91,1
NGFR,WIPI2,1
P2RY2,PBRM1,1
P2RY2,PGK1,1
P2RY2,PIK3CA,1
P2RY2,PLS3,1
P2RY2,RFX3,1
P2RY2,RPS6KA4,1
P2RY2,SETBP1,1
P2RY2,SMC1A,1
P2RY2,SPEN,1
P2RY2,SULF1,1
P2RY2,TBL1X,1
P2RY2,TP53,1
P2RY2,TRIP11,1
P2RY2,TSTA3,1
P2RY2,TTN,1
P2RY2,TXLNG,1
P2RY2,UBE3C,1
P2RY2,WDR91,1
P2RY2,WIPI2,1
PBRM1,PGK1,1
PBRM1,PIK3CA,1
PBRM1,PLS3,1
PBRM1,RFX3,1
PBRM1,RPS6KA4,1
PBRM1,SETBP1,1
PBRM1,SMC1A,1
PBRM1,SPEN,1
PBRM1,SULF1,1
PBRM1,TBL1X,1
PBRM1,TRIP11,1
PBRM1,TSTA3,1
PBRM1,TTN,1
PBRM1,TXLNG,1
PBRM1,UBE3C,1
PBRM1,WDR91,1
PBRM1,WIPI2,1
PGK1,PIK3CA,1
PGK1,PLS3,1
PGK1,RFX3,1
PGK1,RPS6KA4,1
PGK1,SETBP1,1
PGK1,SMC1A,1
PGK1,SPEN,1
PGK1,SULF1,1
PGK1,TBL1X,1
PGK1,TP53,1
PGK1,TRIP11,1
PGK1,TSTA3,1
PGK1,TTN,1
PGK1,TXLNG,1
PGK1,UBE3C,1
PGK1,WDR91,1
PGK1,WIPI2,1
PIK3CA,PLS3,1
PIK3CA,RFX3,1
PIK3CA,RPS6KA4,1
PIK3CA,SETBP1,1
PIK3CA,SMC1A,1
PIK3CA,SPEN,1
PIK3CA,SULF1,1
PIK3CA,TBL1X,1
PIK3CA,TRIP11,1
PIK3CA,TSTA3,1
PIK3CA,TXLNG,1
PIK3CA,UBE3C,1
PIK3CA,WDR91,1
PIK3CA,WIPI2,1
PLS3,RFX3,1
PLS3,RPS6KA4,1
PLS3,SETBP1,1
PLS3,SMC1A,1
PLS3,SPEN,1
PLS3,SULF1,1
PLS3,TBL1X,1
PCDHA11,YPEL4,1
PLS3,TRIP11,1
PLS3,TSTA3,1
PLS3,TTN,1
PLS3,TXLNG,1
PLS3,UBE3C,1
PLS3,WDR91,1
PLS3,WIPI2,1
RFX3,RPS6KA4,1
RFX3,SETBP1,1
RFX3,SMC1A,1
RFX3,SPEN,1
RFX3,SULF1,1
RFX3,TBL1X,1
RFX3,TP53,1
RFX3,TRIP11,1
RFX3,TSTA3,1
RFX3,TTN,1
RFX3,TXLNG,1
RFX3,UBE3C,1
RFX3,WDR91,1
RFX3,WIPI2,1
RPS6KA4,SETBP1,1
RPS6KA4,SMC1A,1
RPS6KA4,SPEN,1
RPS6KA4,SULF1,1
RPS6KA4,TBL1X,1
RPS6KA4,TP53,1
RPS6KA4,TRIP11,1
RPS6KA4,TSTA3,1
RPS6KA4,TTN,1
RPS6KA4,TXLNG,1
RPS6KA4,UBE3C,1
RPS6KA4,WDR91,1
RPS6KA4,WIPI2,1
SETBP1,SMC1A,1
SETBP1,SPEN,1
SETBP1,SULF1,1
SETBP1,TBL1X,1
SETBP1,TP53,1
SETBP1,TRIP11,1
SETBP1,TSTA3,1
SETBP1,TTN,1
SETBP1,TXLNG,1
SETBP1,UBE3C,1
SETBP1,WDR91,1
SETBP1,WIPI2,1
SMC1A,SPEN,1
SMC1A,SULF1,1
SMC1A,TBL1X,1
SMC1A,TP53,1
SMC1A,TRIP11,1
SMC1A,TSTA3,1
SMC1A,TTN,1
SMC1A,TXLNG,1
SMC1A,UBE3C,1
SMC1A,WDR91,1
SMC1A,WIPI2,1
SPEN,SULF1,1
SPEN,TBL1X,1
SPEN,TSTA3,1
SPEN,TXLNG,1
SPEN,UBE3C,1
SPEN,WDR91,1
SPEN,WIPI2,1
SULF1,TBL1X,1
PIK3CA,SORBS2,1
SULF1,TRIP11,1
SULF1,TSTA3,1
SULF1,TTN,1
SULF1,TXLNG,1
SULF1,UBE3C,1
SULF1,WDR91,1
SULF1,WIPI2,1
PIK3CA,ST7,1
TBL1X,TRIP11,1
TBL1X,TSTA3,1
TBL1X,TTN,1
TBL1X,TXLNG,1
TBL1X,UBE3C,1
TBL1X,WDR91,1
TBL1X,WIPI2,1
TP53,TSTA3,1
TP53,TXLNG,1
TP53,UBE3C,1
TP53,WDR91,1
TP53,WIPI2,1
TRIP11,TSTA3,1
TRIP11,TTN,1
TRIP11,TXLNG,1
TRIP11,UBE3C,1
TRIP11,WDR91,1
TRIP11,WIPI2,1
TSTA3,TTN,1
TSTA3,TXLNG,1
TSTA3,UBE3C,1
TSTA3,WDR91,1
TSTA3,WIPI2,1
TTN,TXLNG,1
TTN,UBE3C,1
TTN,WDR91,1
TTN,WIPI2,1
TXLNG,UBE3C,1
TXLNG,WDR91,1
TXLNG,WIPI2,1
UBE3C,WDR91,1
UBE3C,WIPI2,1
WDR91,WIPI2,1
CCDC178,F5,1
CCDC178,MYLK-AS1,1
CCDC178,NLRP2,1
CCDC178,PAFAH1B3,1
CCDC178,PEPD,1
CCDC178,PHACTR3,1
CCDC178,PIK3CA,1
CCDC178,PSMD5,1
F5,MYLK-AS1,1
F5,NLRP2,1
F5,PAFAH1B3,1
F5,PEPD,1
F5,PHACTR3,1
F5,PIK3CA,1
F5,PSMD5,1
MYLK-AS1,NLRP2,1
MYLK-AS1,PAFAH1B3,1
MYLK-AS1,PEPD,1
MYLK-AS1,PHACTR3,1
MYLK-AS1,PIK3CA,1
MYLK-AS1,PSMD5,1
NLRP2,PAFAH1B3,1
NLRP2,PEPD,1
NLRP2,PHACTR3,1
NLRP2,PIK3CA,1
NLRP2,PSMD5,1
PAFAH1B3,PEPD,1
PAFAH1B3,PHACTR3,1
PAFAH1B3,PIK3CA,1
PAFAH1B3,PSMD5,1
PEPD,PHACTR3,1
PEPD,PIK3CA,1
PEPD,PSMD5,1
PHACTR3,PSMD5,1
PIK3CA,PSMD5,1
EPHA5,PIK3CA,1
PIK3CA,TCF7,1
EPHA5,ZFC3H1,1
PIK3CA,ZFC3H1,1
ABCC3,DAPK1,1
ABCC3,GOLGA6L2,1
ABCC3,MON2,1
ABCC3,MYH10,1
ABCC3,PCDHGB2,1
ABCC3,RP1,1
ABCC3,TMEM41B,1
ABCC3,TTN,1
DAPK1,GOLGA6L2,1
DAPK1,MON2,1
DAPK1,MYH10,1
DAPK1,PCDHGB2,1
DAPK1,RP1,1
DAPK1,TMEM41B,1
GOLGA6L2,MON2,1
GOLGA6L2,MYH10,1
GOLGA6L2,PCDHGB2,1
GOLGA6L2,RP1,1
GOLGA6L2,TMEM41B,1
GOLGA6L2,TTN,1
MON2,MYH10,1
MON2,PCDHGB2,1
MON2,RP1,1
MON2,TMEM41B,1
MON2,TTN,1
MYH10,PCDHGB2,1
MYH10,RP1,1
MYH10,TMEM41B,1
MYH10,TTN,1
PCDHGB2,RP1,1
PCDHGB2,TMEM41B,1
PCDHGB2,TTN,1
RP1,TMEM41B,1
RP1,TTN,1
TMEM41B,TTN,1
ADAMTSL3,ADCY3,1
ADAMTSL3,ATP5J2-PTCD1,1
ADAMTSL3,ATXN1,1
ADAMTSL3,BCKDK,1
ADAMTSL3,BID,1
ADAMTSL3,C11orf30,1
ADAMTSL3,C19orf69,1
ADAMTSL3,C6,1
ADAMTSL3,CCDC60,1
ADAMTSL3,COQ3,1
ADAMTSL3,CRYGA,1
ADAMTSL3,CSNK2B-LY6G5B-1181,1
ADAMTSL3,CTNNA2,1
ADAMTSL3,DARS2,1
ADAMTSL3,DYNC1H1,1
ADAMTSL3,EOMES,1
ADAMTSL3,EPO,1
ADAMTSL3,GHR,1
ADAMTSL3,IGF2R,1
ADAMTSL3,ISCA2,1
ADAMTSL3,KCNA4,1
ADAMTSL3,LPHN3,1
ADAMTSL3,MYCBP2,1
ADAMTSL3,MYH8,1
ADAMTSL3,NFKBIL1,1
ADAMTSL3,NLRP4,1
ADAMTSL3,NT5E,1
ADAMTSL3,PGS1,1
ADAMTSL3,PPP1R3D,1
ADAMTSL3,PSD3,1
ADAMTSL3,QTRTD1,1
ADAMTSL3,RBMXL3,1
ADAMTSL3,RP11-863K10.7,1
ADAMTSL3,SLC1A6,1
ADAMTSL3,SYNE1,1
ADAMTSL3,TBC1D16,1
ADAMTSL3,TMPO,1
ADAMTSL3,TP53,1
ADAMTSL3,TSPAN10,1
ADAMTSL3,TTN,1
ADAMTSL3,WDFY3,1
ADAMTSL3,ZNF195,1
ADAMTSL3,ZNF304,1
ADAMTSL3,ZNF619,1
ADAMTSL3,ZNF775,1
ADAMTSL3,ZNF844,1
ADCY3,ATP5J2-PTCD1,1
ADCY3,ATXN1,1
ADCY3,BCKDK,1
ADCY3,BID,1
ADCY3,C11orf30,1
ADCY3,C19orf69,1
ADCY3,C6,1
ADCY3,CCDC60,1
ADCY3,COQ3,1
ADCY3,CRYGA,1
ADCY3,CSNK2B-LY6G5B-1181,1
ADCY3,CTNNA2,1
ADCY3,DARS2,1
ADCY3,DYNC1H1,1
ADCY3,EOMES,1
ADCY3,EPO,1
ADCY3,GHR,1
ADCY3,IGF2R,1
ADCY3,ISCA2,1
ADCY3,KCNA4,1
ADCY3,LPHN3,1
ADCY3,MYCBP2,1
ADCY3,MYH8,1
ADCY3,NFKBIL1,1
ADCY3,NLRP4,1
ADCY3,NT5E,1
ADCY3,PGS1,1
ADCY3,PPP1R3D,1
ADCY3,PSD3,1
ADCY3,QTRTD1,1
ADCY3,RBMXL3,1
ADCY3,RP11-863K10.7,1
ADCY3,SLC1A6,1
ADCY3,SYNE1,1
ADCY3,TBC1D16,1
ADCY3,TMPO,1
ADCY3,TP53,1
ADCY3,TSPAN10,1
ADCY3,TTN,1
ADCY3,WDFY3,1
ADCY3,ZNF195,1
ADCY3,ZNF304,1
ADCY3,ZNF619,1
ADCY3,ZNF775,1
ADCY3,ZNF844,1
ATP5J2-PTCD1,ATXN1,1
ATP5J2-PTCD1,BCKDK,1
ATP5J2-PTCD1,BID,1
ATP5J2-PTCD1,C11orf30,1
ATP5J2-PTCD1,C19orf69,1
ATP5J2-PTCD1,C6,1
ATP5J2-PTCD1,CCDC60,1
ATP5J2-PTCD1,COQ3,1
ATP5J2-PTCD1,CRYGA,1
ATP5J2-PTCD1,CSNK2B-LY6G5B-1181,1
ATP5J2-PTCD1,CTNNA2,1
ATP5J2-PTCD1,DARS2,1
ATP5J2-PTCD1,DYNC1H1,1
ATP5J2-PTCD1,EOMES,1
ATP5J2-PTCD1,EPO,1
ATP5J2-PTCD1,GHR,1
ATP5J2-PTCD1,IGF2R,1
ATP5J2-PTCD1,ISCA2,1
ATP5J2-PTCD1,KCNA4,1
ATP5J2-PTCD1,LPHN3,1
ATP5J2-PTCD1,MYCBP2,1
ATP5J2-PTCD1,MYH8,1
ATP5J2-PTCD1,NFKBIL1,1
ATP5J2-PTCD1,NLRP4,1
ATP5J2-PTCD1,NT5E,1
ATP5J2-PTCD1,PGS1,1
ATP5J2-PTCD1,PPP1R3D,1
ATP5J2-PTCD1,PSD3,1
ATP5J2-PTCD1,QTRTD1,1
ATP5J2-PTCD1,RBMXL3,1
ATP5J2-PTCD1,RP11-863K10.7,1
ATP5J2-PTCD1,SLC1A6,1
ATP5J2-PTCD1,SYNE1,1
ATP5J2-PTCD1,TBC1D16,1
ATP5J2-PTCD1,TMPO,1
ATP5J2-PTCD1,TP53,1
ATP5J2-PTCD1,TSPAN10,1
ATP5J2-PTCD1,TTN,1
ATP5J2-PTCD1,WDFY3,1
ATP5J2-PTCD1,ZNF195,1
ATP5J2-PTCD1,ZNF304,1
ATP5J2-PTCD1,ZNF619,1
ATP5J2-PTCD1,ZNF775,1
ATP5J2-PTCD1,ZNF844,1
ATXN1,BCKDK,1
ATXN1,BID,1
ATXN1,C11orf30,1
ATXN1,C19orf69,1
ATXN1,C6,1
ATXN1,CCDC60,1
ATXN1,COQ3,1
ATXN1,CRYGA,1
ATXN1,CSNK2B-LY6G5B-1181,1
ATXN1,CTNNA2,1
ATXN1,DARS2,1
ATXN1,DYNC1H1,1
ATXN1,EOMES,1
ATXN1,EPO,1
ATXN1,GHR,1
ATXN1,IGF2R,1
ATXN1,ISCA2,1
ATXN1,KCNA4,1
ATXN1,LPHN3,1
ATXN1,MYCBP2,1
ATXN1,MYH8,1
ATXN1,NFKBIL1,1
ATXN1,NLRP4,1
ATXN1,NT5E,1
ATXN1,PGS1,1
ATXN1,PPP1R3D,1
ATXN1,PSD3,1
ATXN1,QTRTD1,1
ATXN1,RBMXL3,1
ATXN1,RP11-863K10.7,1
ATXN1,SLC1A6,1
ATXN1,SYNE1,1
ATXN1,TBC1D16,1
ATXN1,TMPO,1
ATXN1,TSPAN10,1
ATXN1,TTN,1
ATXN1,WDFY3,1
ATXN1,ZNF195,1
ATXN1,ZNF304,1
ATXN1,ZNF619,1
ATXN1,ZNF844,1
BCKDK,BID,1
BCKDK,C11orf30,1
BCKDK,C19orf69,1
BCKDK,C6,1
BCKDK,CCDC60,1
BCKDK,COQ3,1
BCKDK,CRYGA,1
BCKDK,CSNK2B-LY6G5B-1181,1
BCKDK,CTNNA2,1
BCKDK,DARS2,1
BCKDK,DYNC1H1,1
BCKDK,EOMES,1
BCKDK,EPO,1
BCKDK,GHR,1
BCKDK,IGF2R,1
BCKDK,ISCA2,1
BCKDK,KCNA4,1
BCKDK,LPHN3,1
BCKDK,MYCBP2,1
BCKDK,MYH8,1
BCKDK,NFKBIL1,1
BCKDK,NLRP4,1
BCKDK,NT5E,1
BCKDK,PGS1,1
BCKDK,PPP1R3D,1
BCKDK,PSD3,1
BCKDK,QTRTD1,1
BCKDK,RBMXL3,1
BCKDK,RP11-863K10.7,1
BCKDK,SLC1A6,1
BCKDK,SYNE1,1
BCKDK,TBC1D16,1
BCKDK,TMPO,1
BCKDK,TP53,1
BCKDK,TSPAN10,1
BCKDK,TTN,1
BCKDK,WDFY3,1
BCKDK,ZNF195,1
BCKDK,ZNF304,1
BCKDK,ZNF619,1
BCKDK,ZNF775,1
BCKDK,ZNF844,1
BID,C11orf30,1
BID,C19orf69,1
BID,C6,1
BID,CCDC60,1
BID,COQ3,1
BID,CRYGA,1
BID,CSNK2B-LY6G5B-1181,1
BID,CTNNA2,1
BID,DARS2,1
BID,DYNC1H1,1
BID,EOMES,1
BID,EPO,1
BID,GHR,1
BID,IGF2R,1
BID,ISCA2,1
BID,KCNA4,1
BID,LPHN3,1
BID,MYCBP2,1
BID,MYH8,1
BID,NFKBIL1,1
BID,NLRP4,1
BID,NT5E,1
BID,PGS1,1
BID,PPP1R3D,1
BID,PSD3,1
BID,QTRTD1,1
BID,RBMXL3,1
BID,RP11-863K10.7,1
BID,SLC1A6,1
BID,SYNE1,1
BID,TBC1D16,1
BID,TMPO,1
BID,TP53,1
BID,TSPAN10,1
BID,TTN,1
BID,WDFY3,1
BID,ZNF195,1
BID,ZNF304,1
BID,ZNF619,1
BID,ZNF775,1
BID,ZNF844,1
C11orf30,C19orf69,1
C11orf30,C6,1
C11orf30,CCDC60,1
C11orf30,COQ3,1
C11orf30,CRYGA,1
C11orf30,CSNK2B-LY6G5B-1181,1
C11orf30,CTNNA2,1
C11orf30,DARS2,1
C11orf30,DYNC1H1,1
C11orf30,EOMES,1
C11orf30,EPO,1
C11orf30,GHR,1
C11orf30,IGF2R,1
C11orf30,ISCA2,1
C11orf30,KCNA4,1
C11orf30,LPHN3,1
C11orf30,MYCBP2,1
C11orf30,MYH8,1
C11orf30,NFKBIL1,1
C11orf30,NLRP4,1
C11orf30,NT5E,1
C11orf30,PGS1,1
C11orf30,PPP1R3D,1
C11orf30,PSD3,1
C11orf30,QTRTD1,1
C11orf30,RBMXL3,1
C11orf30,RP11-863K10.7,1
C11orf30,SLC1A6,1
C11orf30,SYNE1,1
C11orf30,TBC1D16,1
C11orf30,TMPO,1
C11orf30,TP53,1
C11orf30,TSPAN10,1
C11orf30,TTN,1
C11orf30,WDFY3,1
C11orf30,ZNF195,1
C11orf30,ZNF304,1
C11orf30,ZNF619,1
C11orf30,ZNF775,1
C11orf30,ZNF844,1
C19orf69,C6,1
C19orf69,CCDC60,1
C19orf69,COQ3,1
C19orf69,CRYGA,1
C19orf69,CSNK2B-LY6G5B-1181,1
C19orf69,CTNNA2,1
C19orf69,DARS2,1
C19orf69,DYNC1H1,1
C19orf69,EOMES,1
C19orf69,EPO,1
C19orf69,GHR,1
C19orf69,IGF2R,1
C19orf69,ISCA2,1
C19orf69,KCNA4,1
C19orf69,LPHN3,1
C19orf69,MYCBP2,1
C19orf69,MYH8,1
C19orf69,NFKBIL1,1
C19orf69,NLRP4,1
C19orf69,NT5E,1
C19orf69,PGS1,1
C19orf69,PPP1R3D,1
C19orf69,PSD3,1
C19orf69,QTRTD1,1
C19orf69,RBMXL3,1
C19orf69,RP11-863K10.7,1
C19orf69,SLC1A6,1
C19orf69,SYNE1,1
C19orf69,TBC1D16,1
C19orf69,TMPO,1
C19orf69,TP53,1
C19orf69,TSPAN10,1
C19orf69,TTN,1
C19orf69,WDFY3,1
C19orf69,ZNF195,1
C19orf69,ZNF304,1
C19orf69,ZNF619,1
C19orf69,ZNF775,1
C19orf69,ZNF844,1
C6,CCDC60,1
C6,COQ3,1
C6,CRYGA,1
C6,CSNK2B-LY6G5B-1181,1
C6,CTNNA2,1
C6,DARS2,1
C6,DYNC1H1,1
C6,EOMES,1
C6,EPO,1
C6,GHR,1
C6,IGF2R,1
C6,ISCA2,1
C6,KCNA4,1
C6,LPHN3,1
C6,MYCBP2,1
C6,MYH8,1
C6,NFKBIL1,1
C6,NLRP4,1
C6,NT5E,1
C6,PGS1,1
C6,PPP1R3D,1
C6,PSD3,1
C6,QTRTD1,1
C6,RBMXL3,1
C6,RP11-863K10.7,1
C6,SLC1A6,1
C6,SYNE1,1
C6,TBC1D16,1
C6,TMPO,1
C6,TP53,1
C6,TSPAN10,1
C6,WDFY3,1
C6,ZNF195,1
C6,ZNF304,1
C6,ZNF619,1
C6,ZNF775,1
C6,ZNF844,1
CCDC60,COQ3,1
CCDC60,CRYGA,1
CCDC60,CSNK2B-LY6G5B-1181,1
CCDC60,CTNNA2,1
CCDC60,DARS2,1
CCDC60,DYNC1H1,1
CCDC60,EOMES,1
CCDC60,EPO,1
CCDC60,GHR,1
CCDC60,IGF2R,1
CCDC60,ISCA2,1
CCDC60,KCNA4,1
CCDC60,LPHN3,1
CCDC60,MYCBP2,1
CCDC60,MYH8,1
CCDC60,NFKBIL1,1
CCDC60,NLRP4,1
CCDC60,NT5E,1
CCDC60,PGS1,1
CCDC60,PPP1R3D,1
CCDC60,PSD3,1
CCDC60,QTRTD1,1
CCDC60,RBMXL3,1
CCDC60,RP11-863K10.7,1
CCDC60,SLC1A6,1
CCDC60,SYNE1,1
CCDC60,TBC1D16,1
CCDC60,TMPO,1
CCDC60,TP53,1
CCDC60,TSPAN10,1
CCDC60,TTN,1
CCDC60,WDFY3,1
CCDC60,ZNF195,1
CCDC60,ZNF304,1
CCDC60,ZNF619,1
CCDC60,ZNF775,1
CCDC60,ZNF844,1
COQ3,CRYGA,1
COQ3,CSNK2B-LY6G5B-1181,1
COQ3,CTNNA2,1
COQ3,DARS2,1
COQ3,DYNC1H1,1
COQ3,EOMES,1
COQ3,EPO,1
COQ3,GHR,1
COQ3,IGF2R,1
COQ3,ISCA2,1
COQ3,KCNA4,1
COQ3,LPHN3,1
COQ3,MYCBP2,1
COQ3,MYH8,1
COQ3,NFKBIL1,1
COQ3,NLRP4,1
COQ3,NT5E,1
COQ3,PGS1,1
COQ3,PPP1R3D,1
COQ3,PSD3,1
COQ3,QTRTD1,1
COQ3,RBMXL3,1
COQ3,RP11-863K10.7,1
COQ3,SLC1A6,1
COQ3,SYNE1,1
COQ3,TBC1D16,1
COQ3,TMPO,1
COQ3,TP53,1
COQ3,TSPAN10,1
COQ3,TTN,1
COQ3,WDFY3,1
COQ3,ZNF195,1
COQ3,ZNF304,1
COQ3,ZNF619,1
COQ3,ZNF775,1
COQ3,ZNF844,1
CRYGA,CSNK2B-LY6G5B-1181,1
CRYGA,CTNNA2,1
CRYGA,DARS2,1
CRYGA,DYNC1H1,1
CRYGA,EOMES,1
CRYGA,EPO,1
CRYGA,GHR,1
CRYGA,IGF2R,1
CRYGA,ISCA2,1
CRYGA,KCNA4,1
CRYGA,LPHN3,1
CRYGA,MYCBP2,1
CRYGA,MYH8,1
CRYGA,NFKBIL1,1
CRYGA,NLRP4,1
CRYGA,NT5E,1
CRYGA,PGS1,1
CRYGA,PPP1R3D,1
CRYGA,PSD3,1
CRYGA,QTRTD1,1
CRYGA,RBMXL3,1
CRYGA,RP11-863K10.7,1
CRYGA,SLC1A6,1
CRYGA,SYNE1,1
CRYGA,TBC1D16,1
CRYGA,TMPO,1
CRYGA,TP53,1
CRYGA,TSPAN10,1
